town_code,party_code,acronym,name,votes,seats
05001,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,103,4
05001,4252,P.P.,PARTIDO POPULAR,42,1
05002,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,520,4
05002,4252,P.P.,PARTIDO POPULAR,433,4
05002,5171,U.S.I.A.,UNIÓN SOLIDARIA INDEPENDIENTE DE LA ADRADA,382,3
05002,3864,LOS VERDES,LOS VERDES-GRUPO VERDE,33, 
05005,4252,P.P.,PARTIDO POPULAR,103,4
05005,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,22,1
05007,4252,P.P.,PARTIDO POPULAR,47,5
05007,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9, 
05008,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,128,5
05008,4252,P.P.,PARTIDO POPULAR,47,2
05010,4252,P.P.,PARTIDO POPULAR,77,5
05010,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,8, 
05012,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,59,4
05012,4252,P.P.,PARTIDO POPULAR,42,1
05013,1083,AVEAL,ASAMBLEA VECINAL DE EL ARENAL,442,5
05013,4252,P.P.,PARTIDO POPULAR,349,4
05014,4252,P.P.,PARTIDO POPULAR,1413,5
05014,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,984,4
05014,5097,UCIN,UNION DE CIUDADANOS INDEPENDIENTES,531,2
05014,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,396,1
05014,4554,POR ARENAS,POR ARENAS,375,1
05015,0790,AHORA DECIDE,AHORA DECIDE,59,3
05015,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,11, 
05015,4252,P.P.,PARTIDO POPULAR,6, 
05015,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1, 
05016,4252,P.P.,PARTIDO POPULAR,2088,7
05016,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,949,3
05016,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,566,2
05016,1363,CUI,CANDIDATURA UNITARIA DE IZQUIERDAS (IUCyL/RPS)/CUI,402,1
05016,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,147, 
05017,4252,P.P.,PARTIDO POPULAR,61,3
05017,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9, 
05018,4252,P.P.,PARTIDO POPULAR,13,3
05018,0790,AHORA DECIDE,AHORA DECIDE,2, 
05018,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,0, 
05019,4252,P.P.,PARTIDO POPULAR,9508,9
05019,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,5183,5
05019,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,4470,4
05019,5001,TRATO CIUDADANO,TRATO CIUDADANO,2989,3
05019,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,2906,3
05019,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,1734,1
05019,0790,AHORA DECIDE,AHORA DECIDE,665, 
05019,5373,VOX,VOX,639, 
05021,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,757,6
05021,4252,P.P.,PARTIDO POPULAR,585,5
05022,4252,P.P.,PARTIDO POPULAR,889,8
05022,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,217,1
05023,4252,P.P.,PARTIDO POPULAR,69,4
05023,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,53,1
05024,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,85,3
05024,4252,P.P.,PARTIDO POPULAR,66,2
05024,0790,AHORA DECIDE,AHORA DECIDE,18, 
05024,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11, 
05025,4252,P.P.,PARTIDO POPULAR,54,5
05025,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,6, 
05026,4252,P.P.,PARTIDO POPULAR,115,4
05026,3266,IUCyL,IZQUIERDA UNIDA CASTILLA Y LEON,45,1
05026,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,8, 
05027,4252,P.P.,PARTIDO POPULAR,181,7
05029,4252,P.P.,PARTIDO POPULAR,63,4
05029,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,10,1
05030,0488,AIEBA,AGRUPACION INDEP DE ELECTORES DE BERROCALEJO DE ARAGONA,30,3
05030,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,9, 
05030,4252,P.P.,PARTIDO POPULAR,1, 
05030,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,0, 
05033,4252,P.P.,PARTIDO POPULAR,83,4
05033,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,47,1
05034,4252,P.P.,PARTIDO POPULAR,8,3
05034,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,0, 
05035,4252,P.P.,PARTIDO POPULAR,63,3
05035,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,20,2
05036,4252,P.P.,PARTIDO POPULAR,63,4
05036,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,16,1
05037,4252,P.P.,PARTIDO POPULAR,143,5
05037,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,49,2
05038,4252,P.P.,PARTIDO POPULAR,49,4
05038,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,25,1
05039,4252,P.P.,PARTIDO POPULAR,25,2
05039,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,22,1
05040,4252,P.P.,PARTIDO POPULAR,36,2
05040,0790,AHORA DECIDE,AHORA DECIDE,14,1
05040,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,4, 
05041,4252,P.P.,PARTIDO POPULAR,463,5
05041,1445,CIB,CIUDADANOS INDEPENDIENTES POR BURGOHONDO,249,3
05041,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,117,1
05042,4252,P.P.,PARTIDO POPULAR,68,4
05042,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,47,1
05043,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,54,2
05043,4252,P.P.,PARTIDO POPULAR,12,1
05044,4252,P.P.,PARTIDO POPULAR,120,5
05044,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,51,2
05045,4252,P.P.,PARTIDO POPULAR,39,2
05045,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,39,1
05046,4252,P.P.,PARTIDO POPULAR,26,3
05046,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5, 
05047,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1319,5
05047,4252,P.P.,PARTIDO POPULAR,1033,4
05047,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,696,3
05047,4854,SCR,SOMOS CANDELEDA Y EL RASO,264,1
05048,4252,P.P.,PARTIDO POPULAR,59,4
05048,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,37,1
05049,4252,P.P.,PARTIDO POPULAR,159,4
05049,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,146,3
05051,4252,P.P.,PARTIDO POPULAR,72,4
05051,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,30,1
05052,4252,P.P.,PARTIDO POPULAR,52,4
05052,0790,AHORA DECIDE,AHORA DECIDE,39,1
05052,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,0, 
05053,4252,P.P.,PARTIDO POPULAR,43,3
05053,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,14, 
05054,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,457,5
05054,4252,P.P.,PARTIDO POPULAR,259,2
05054,1314,C.I.C.,CANDIDATURA INDEPENDIENTE CASAVEJANA,228,2
05055,4252,P.P.,PARTIDO POPULAR,289,4
05055,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,227,3
05056,4252,P.P.,PARTIDO POPULAR,41,1
05056,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,28,1
05056,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,21,1
05057,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1182,7
05057,4252,P.P.,PARTIDO POPULAR,709,4
05057,0790,AHORA DECIDE,AHORA DECIDE,65, 
05058,4252,P.P.,PARTIDO POPULAR,43,2
05058,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,15,1
05058,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2, 
05067,4252,P.P.,PARTIDO POPULAR,46,3
05067,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,13, 
05059,0790,AHORA DECIDE,AHORA DECIDE,54,5
05059,4252,P.P.,PARTIDO POPULAR,38, 
05059,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,3, 
05060,4252,P.P.,PARTIDO POPULAR,55,4
05060,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,18,1
05061,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,143,5
05061,4252,P.P.,PARTIDO POPULAR,26,1
05061,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,26,1
05062,4252,P.P.,PARTIDO POPULAR,126,4
05062,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,15,1
05063,4252,P.P.,PARTIDO POPULAR,25,3
05063,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1, 
05064,4252,P.P.,PARTIDO POPULAR,43,4
05064,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,33,1
05065,4252,P.P.,PARTIDO POPULAR,256,5
05065,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,82,1
05065,0525,INDEP,"AGRUPACION INDEPENDIENTE DE CRESPOS, CHAHERRERO Y PASCUALGRANDE",70,1
05066,4252,P.P.,PARTIDO POPULAR,190,4
05066,0790,AHORA DECIDE,AHORA DECIDE,125,2
05066,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,55,1
05903,4252,P.P.,PARTIDO POPULAR,60,4
05903,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,34,1
05903,0790,AHORA DECIDE,AHORA DECIDE,22, 
05069,4252,P.P.,PARTIDO POPULAR,48,3
05069,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,10, 
05070,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,13,2
05070,4252,P.P.,PARTIDO POPULAR,10,1
05072,4252,P.P.,PARTIDO POPULAR,50,4
05072,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,29,1
05073,4252,P.P.,PARTIDO POPULAR,179,6
05073,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,34,1
05074,4252,P.P.,PARTIDO POPULAR,253,3
05074,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,162,2
05074,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,141,2
05075,4252,P.P.,PARTIDO POPULAR,45,4
05075,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,29,1
05076,4252,P.P.,PARTIDO POPULAR,225,5
05076,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,107,2
05077,4252,P.P.,PARTIDO POPULAR,95,4
05077,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,49,1
05078,4252,P.P.,PARTIDO POPULAR,49,3
05078,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,48,2
05079,4252,P.P.,PARTIDO POPULAR,25,2
05079,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,23,1
05079,0790,AHORA DECIDE,AHORA DECIDE,13, 
05079,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1, 
05080,4252,P.P.,PARTIDO POPULAR,27,3
05080,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2, 
05081,4252,P.P.,PARTIDO POPULAR,18,2
05081,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,12,1
05082,4252,P.P.,PARTIDO POPULAR,269,4
05082,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,182,3
05083,4252,P.P.,PARTIDO POPULAR,60,4
05083,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,30,1
05083,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11, 
05085,4252,P.P.,PARTIDO POPULAR,28,3
05085,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1, 
05084,0790,AHORA DECIDE,AHORA DECIDE,46,3
05084,4252,P.P.,PARTIDO POPULAR,4, 
05084,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,0, 
05086,4252,P.P.,PARTIDO POPULAR,50,3
05086,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,0, 
05087,4252,P.P.,PARTIDO POPULAR,52,3
05087,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,41,2
05087,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2, 
05088,4252,P.P.,PARTIDO POPULAR,18,3
05088,0790,AHORA DECIDE,AHORA DECIDE,4, 
05088,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1, 
05089,4252,P.P.,PARTIDO POPULAR,161,3
05089,0790,AHORA DECIDE,AHORA DECIDE,90,2
05089,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,74,1
05089,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,54,1
05090,4252,P.P.,PARTIDO POPULAR,53,2
05090,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,18,1
05092,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,53,3
05092,4252,P.P.,PARTIDO POPULAR,50,2
05093,4252,P.P.,PARTIDO POPULAR,166,4
05093,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,86,2
05093,3779,LA GAZNATA,LA GAZNATA,44,1
05093,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,22, 
05093,5028,UDEC,UNIDAD DE CENTRO,9, 
05093,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,8, 
05094,4252,P.P.,PARTIDO POPULAR,69,5
05094,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,23, 
05095,4252,P.P.,PARTIDO POPULAR,122,5
05095,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,66,2
05095,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,24, 
05095,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,23, 
05096,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,50,3
05096,4252,P.P.,PARTIDO POPULAR,4, 
05097,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,165,4
05097,4252,P.P.,PARTIDO POPULAR,115,2
05097,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,61,1
05099,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,231,4
05099,4252,P.P.,PARTIDO POPULAR,198,3
05100,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,103,3
05100,4252,P.P.,PARTIDO POPULAR,77,2
05100,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,57,2
05102,4252,P.P.,PARTIDO POPULAR,954,8
05102,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,330,3
05102,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,102, 
05101,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,166,4
05101,4252,P.P.,PARTIDO POPULAR,161,3
05103,4252,P.P.,PARTIDO POPULAR,48,2
05103,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,25,1
05106,4252,P.P.,PARTIDO POPULAR,15,2
05106,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,13,1
05104,4252,P.P.,PARTIDO POPULAR,15,3
05104,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,0, 
05105,4252,P.P.,PARTIDO POPULAR,178,6
05105,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,48,1
05107,4252,P.P.,PARTIDO POPULAR,24,2
05107,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11,1
05108,4252,P.P.,PARTIDO POPULAR,28,3
05108,0790,AHORA DECIDE,AHORA DECIDE,5, 
05108,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,3, 
05109,4252,P.P.,PARTIDO POPULAR,203,4
05109,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,172,3
05110,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,335,4
05110,4252,P.P.,PARTIDO POPULAR,326,3
05113,4252,P.P.,PARTIDO POPULAR,48,3
05113,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11, 
05112,4252,P.P.,PARTIDO POPULAR,39,5
05112,2742,ICV,INDEPENDENTE DE CASAS DE LA VEGA,16, 
05112,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9, 
05114,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,780,6
05114,4252,P.P.,PARTIDO POPULAR,408,3
05115,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,181,3
05115,4252,P.P.,PARTIDO POPULAR,176,3
05115,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,58,1
05116,4252,P.P.,PARTIDO POPULAR,67,5
05116,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,11, 
05117,4252,P.P.,PARTIDO POPULAR,122,5
05117,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,50, 
05118,4252,P.P.,PARTIDO POPULAR,40,2
05118,0790,AHORA DECIDE,AHORA DECIDE,12,1
05118,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,5, 
05119,0790,AHORA DECIDE,AHORA DECIDE,17,2
05119,4252,P.P.,PARTIDO POPULAR,8,1
05119,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2, 
05120,4252,P.P.,PARTIDO POPULAR,18,3
05120,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2, 
05121,4252,P.P.,PARTIDO POPULAR,89,4
05121,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,85,3
05122,4252,P.P.,PARTIDO POPULAR,89,4
05122,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,22,1
05123,4252,P.P.,PARTIDO POPULAR,38,3
05123,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,16, 
05124,4252,P.P.,PARTIDO POPULAR,53,4
05124,0790,AHORA DECIDE,AHORA DECIDE,25,1
05124,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,8, 
05125,4252,P.P.,PARTIDO POPULAR,33,3
05125,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9, 
05126,4252,P.P.,PARTIDO POPULAR,38,2
05126,0790,AHORA DECIDE,AHORA DECIDE,23,1
05126,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,12, 
05127,4252,P.P.,PARTIDO POPULAR,234,3
05127,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,199,2
05127,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,144,2
05128,4252,P.P.,PARTIDO POPULAR,127,4
05128,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,81,2
05128,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,33,1
05128,0790,AHORA DECIDE,AHORA DECIDE,4, 
05129,4252,P.P.,PARTIDO POPULAR,51,5
05129,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,8, 
05130,4252,P.P.,PARTIDO POPULAR,35,2
05130,0180,AEMI,AGRUPACION DE ELECTORES DE MIRONCILLO,32,2
05130,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,37,1
05131,4252,P.P.,PARTIDO POPULAR,46,2
05131,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,15,1
05132,4252,P.P.,PARTIDO POPULAR,359,4
05132,0790,AHORA DECIDE,AHORA DECIDE,354,4
05132,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,72,1
05132,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,31, 
05133,4252,P.P.,PARTIDO POPULAR,43,2
05133,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9,1
05134,4252,P.P.,PARTIDO POPULAR,36,3
05134,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,0, 
05135,4252,P.P.,PARTIDO POPULAR,151,4
05135,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,89,2
05135,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,50,1
05136,4252,P.P.,PARTIDO POPULAR,48,4
05136,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,20,1
05136,0790,AHORA DECIDE,AHORA DECIDE,10, 
05138,4252,P.P.,PARTIDO POPULAR,160,7
05139,4252,P.P.,PARTIDO POPULAR,37,2
05139,1447,CIUDADANOS INDEPENDIENTES POR MUÑOGRANDE,CIUDADANOS INDEPENDIENTES POR MUÑOGRANDE,25,1
05139,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,0, 
05140,4252,P.P.,PARTIDO POPULAR,72,4
05140,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,20,1
05141,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,45,4
05141,4252,P.P.,PARTIDO POPULAR,30,1
05142,4252,P.P.,PARTIDO POPULAR,49,4
05142,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,31,1
05142,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,8, 
05143,4252,P.P.,PARTIDO POPULAR,24,2
05143,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,23,1
05143,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,12, 
05144,4252,P.P.,PARTIDO POPULAR,43,3
05144,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9, 
05145,4252,P.P.,PARTIDO POPULAR,35,2
05145,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,10,1
05149,4252,P.P.,PARTIDO POPULAR,50,4
05149,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,14,1
05147,4252,P.P.,PARTIDO POPULAR,69,5
05147,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,7, 
05148,0790,AHORA DECIDE,AHORA DECIDE,15,3
05148,4252,P.P.,PARTIDO POPULAR,3, 
05148,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2, 
05152,4252,P.P.,PARTIDO POPULAR,314,5
05152,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,174,2
05153,4252,P.P.,PARTIDO POPULAR,57,5
05153,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1, 
05151,4252,P.P.,PARTIDO POPULAR,55,4
05151,0265,AET,AGRUPACION DE ELECTORES LAS TEJERUELAS,23,1
05151,0790,AHORA DECIDE,AHORA DECIDE,11, 
05151,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,3, 
05154,4252,P.P.,PARTIDO POPULAR,22,2
05154,0790,AHORA DECIDE,AHORA DECIDE,11,1
05154,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,0, 
05155,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,36,3
05155,4252,P.P.,PARTIDO POPULAR,8, 
05155,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,3, 
05156,4252,P.P.,PARTIDO POPULAR,108,5
05156,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,38,2
05156,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,19, 
05157,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,131,5
05157,3288,IUCyL,IZQUIERDA UNIDA DE CASTILLA Y LEON,59,2
05157,4252,P.P.,PARTIDO POPULAR,11, 
05158,4252,P.P.,PARTIDO POPULAR,173,4
05158,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,74,2
05158,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,61,1
05159,4252,P.P.,PARTIDO POPULAR,149,7
05160,4252,P.P.,PARTIDO POPULAR,174,4
05160,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,110,3
05161,4252,P.P.,PARTIDO POPULAR,238,4
05161,0707,APN,AGRUPACION POR NAVALPERAL,213,3
05161,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,43, 
05162,4252,P.P.,PARTIDO POPULAR,31,5
05162,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,9, 
05163,4252,P.P.,PARTIDO POPULAR,751,6
05163,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,249,2
05163,5264,VECINOS,VECINOS DE NAVALUENGA,229,2
05163,1550,C,"COMPROMETIDOS, AGRUPACION DE ELECTORES INDEPENDIENTE DE NAVALUENGA",196,1
05164,4252,P.P.,PARTIDO POPULAR,13,1
05164,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2,1
05165,4252,P.P.,PARTIDO POPULAR,138,5
05165,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,64,2
